playDispNm,teamAbbr,playMin,playHeight,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playTRB
Marcus Smart,BOS,31,76,13,4,4,0,0,2,12,5,2
Al Horford,BOS,31,82,15,5,0,0,0,0,14,6,4
Shane Larkin,BOS,17,71,5,2,0,0,0,3,5,2,2
Denzel Valentine,CHI,30,77,2,3,0,1,0,4,7,1,6
Kris Dunn,CHI,25,76,12,3,1,0,1,3,14,6,4
Bobby Portis,CHI,23,83,23,1,0,1,0,3,15,10,4
Rajon Rondo,NO,42,73,13,12,8,0,0,3,12,5,12
Darius Miller,NO,39,80,10,4,0,1,0,3,10,4,3
Ian Clark,NO,21,75,3,0,0,0,1,0,4,1,3
James Harden,HOU,35,77,26,17,3,6,0,3,16,8,1
Chris Paul,HOU,33,72,20,6,2,3,1,2,16,8,9
Clint Capela,HOU,24,82,28,0,1,0,5,2,14,13,8
Luc Richard Mbah a Moute,HOU,21,80,0,1,0,1,0,0,5,0,3
Wayne Ellington,MIA,31,76,12,1,1,0,0,0,8,4,2
Josh Richardson,MIA,30,78,17,2,2,0,1,4,9,5,5
Dion Waiters,MIA,24,76,10,4,2,2,1,3,5,4,2
Tyreke Evans,MEM,33,78,11,3,2,0,0,3,17,5,2
JaMychal Green,MEM,32,80,10,0,2,1,0,2,6,4,4
Dillon Brooks,MEM,19,79,0,0,1,0,0,5,2,0,1
Marvin Williams,CHA,32,81,18,2,1,0,0,1,8,5,7
Dwight Howard,CHA,30,83,23,1,1,0,2,4,13,9,7
Russell Westbrook,OKC,36,75,30,7,2,3,0,3,22,10,4
C.J. McCollum,POR,34,75,21,2,3,0,1,1,14,8,3
Zach Collins,POR,25,84,9,2,2,3,0,6,9,4,7
Pat Connaughton,POR,23,77,5,2,0,0,1,1,4,2,1
Klay Thompson,GS,37,79,24,3,4,1,0,3,21,9,3
Omri Casspi,GS,25,79,11,3,0,0,0,2,6,4,9
Shaun Livingston,GS,24,79,6,3,0,0,0,1,4,2,2
DeMar DeRozan,TOR,36,79,17,8,2,2,0,2,13,5,5
Kyle Lowry,TOR,35,72,14,5,5,1,0,1,13,4,3
Fred VanVleet,TOR,24,72,2,0,0,1,1,2,6,1,3
LeBron James,CLE,35,80,25,17,2,2,0,4,13,11,7
Jae Crowder,CLE,27,78,13,1,2,0,1,3,10,5,1
Jamal Murray,DEN,32,76,28,3,2,0,1,1,19,11,4
Wilson Chandler,DEN,27,80,18,1,1,0,0,3,11,6,4
Reggie Jackson,DET,25,75,12,2,2,0,1,1,10,4,4
Langston Galloway,DET,22,74,18,0,0,0,0,0,9,5,2
Doug McDermott,NY,32,80,10,0,2,0,0,1,11,5,2
Lance Thomas,NY,24,80,5,0,1,1,0,0,2,1,3
Jason Smith,WAS,28,84,9,0,1,1,1,3,7,4,5
Rondae Hollis-Jefferson,BKN,27,79,16,1,0,0,1,0,9,5,12
Joe Harris,BKN,27,78,7,0,1,0,0,5,8,3,4
Ben Simmons,PHI,40,82,7,8,7,1,0,0,8,3,3
T.J. McConnell,PHI,26,74,7,2,3,1,0,2,4,3,6
Gorgui Dieng,MIN,18,83,4,1,2,1,1,3,6,2,5
LaMarcus Aldridge,SA,38,83,23,2,3,0,0,0,23,9,13
Rudy Gay,SA,27,81,21,1,0,1,2,1,11,8,5
Danny Green,SA,24,78,3,1,2,0,2,2,6,1,3
Pau Gasol,SA,22,84,0,2,1,0,0,2,2,0,9
Wesley Matthews,DAL,35,77,16,4,1,0,0,4,15,7,5
Marquese Chriss,PHO,23,82,7,2,0,1,1,1,8,3,6
Frank Mason,SAC,27,71,6,4,1,1,1,0,8,2,4
De'Aaron Fox,SAC,21,75,7,0,0,1,0,1,5,3,2
Russell Westbrook,OKC,36,75,10,12,5,2,0,0,17,3,17
Bojan Bogdanović,IND,36,80,15,3,2,2,0,3,10,5,4
Jamil Wilson,LAC,22,79,9,1,1,0,0,2,4,3,3
Jonathon Simmons,ORL,39,78,20,8,3,1,0,4,17,6,6
Wesley Iwundu,ORL,33,79,6,2,0,0,0,1,8,3,3
Elfrid Payton,ORL,31,76,13,4,1,0,0,1,13,5,4
JaMychal Green,MEM,37,80,15,2,4,0,0,4,13,6,15
Dillon Brooks,MEM,22,79,6,1,0,1,0,3,6,2,1
Mike Scott,WAS,27,80,10,0,2,0,1,3,7,4,5
Wilson Chandler,DEN,37,80,14,2,1,2,0,3,10,4,5
Jamal Murray,DEN,36,76,28,4,5,3,0,3,17,9,10
Marcus Smart,BOS,34,76,4,9,1,2,2,1,6,1,1
Semi Ojeleye,BOS,29,79,0,0,2,2,0,3,4,0,5
C.J. McCollum,POR,41,75,28,3,1,2,0,3,16,9,3
Shabazz Napier,POR,23,73,9,1,1,3,0,2,7,4,1
Zach Collins,POR,21,84,9,0,1,0,1,4,9,4,3
Dion Waiters,MIA,38,76,17,3,1,0,0,3,18,6,2
Josh Richardson,MIA,37,78,11,0,0,2,0,3,10,4,2
Wayne Ellington,MIA,32,76,24,0,1,2,1,0,11,8,4
Kelly Olynyk,MIA,28,84,10,1,3,1,0,3,7,4,6
Donovan Mitchell,UTA,37,75,32,6,3,2,1,2,26,15,3
Joe Ingles,UTA,31,80,6,5,2,0,0,3,7,2,8
Derrick Favors,UTA,30,82,2,0,1,0,2,1,3,1,10
Ricky Rubio,UTA,27,76,14,4,5,0,0,2,12,6,6
Rudy Gobert,UTA,26,85,6,1,0,0,5,0,7,3,11
Alec Burks,UTA,25,78,13,0,3,0,0,3,13,6,7
Denzel Valentine,CHI,36,77,13,2,1,0,0,1,8,5,3
Kris Dunn,CHI,34,76,13,8,2,4,0,4,18,6,7
Bobby Portis,CHI,22,83,9,3,0,0,0,0,10,4,8
Giannis Antetokounmpo,MIL,42,82,32,4,2,5,1,1,24,13,9
DeAndre Liggins,MIL,18,78,7,0,0,0,0,1,4,3,0
Anthony Davis,NO,36,82,25,2,2,0,4,3,16,10,10
Darius Miller,NO,23,80,9,4,0,0,1,0,6,3,1
Dante Cunningham,NO,21,80,8,0,0,0,0,3,6,4,4
DeMar DeRozan,TOR,37,79,37,4,1,0,0,1,24,12,7
Kyle Lowry,TOR,34,72,12,7,0,1,0,2,12,3,2
Fred VanVleet,TOR,24,72,5,3,2,2,0,5,8,2,0
Jakob Pöltl,TOR,18,85,4,1,0,0,1,1,4,2,4
Greg Monroe,PHO,30,83,17,0,2,1,2,2,11,7,11
Dwight Howard,CHA,34,83,26,1,4,0,3,5,20,9,18
Marvin Williams,CHA,29,81,4,1,2,0,1,0,6,1,3
Chris Paul,HOU,35,72,31,11,3,2,0,3,18,10,7
James Harden,HOU,31,77,21,8,3,1,1,3,22,8,4
Clint Capela,HOU,25,82,9,0,2,1,4,1,5,4,11
Reggie Jackson,DET,28,75,11,5,4,0,0,3,12,5,0
Langston Galloway,DET,22,74,17,3,1,3,0,3,10,6,3
Lance Thomas,NY,25,80,5,0,0,0,0,4,3,1,1
Doug McDermott,NY,25,80,9,0,0,0,0,1,8,4,1
Michael Beasley,NY,20,82,15,1,3,1,0,5,16,7,4
Rondae Hollis-Jefferson,BKN,37,79,25,3,4,4,2,3,16,10,7
Joe Harris,BKN,22,78,7,1,1,0,0,1,9,3,2
Josh Hart,LAL,33,77,11,2,1,1,1,2,11,4,10
LeBron James,CLE,39,80,25,12,5,2,2,0,18,8,12
Jae Crowder,CLE,25,78,11,2,1,0,0,4,11,5,0
Frank Mason,SAC,22,71,5,4,2,0,0,1,11,2,4
Kosta Koufos,SAC,19,84,11,2,0,0,0,3,8,5,8
Gorgui Dieng,MIN,24,83,4,2,0,4,1,3,6,2,8
Tyus Jones,MIN,18,72,6,1,2,0,0,3,2,2,1
Wesley Matthews,DAL,30,77,7,3,2,0,0,1,12,3,2
Klay Thompson,GS,37,79,25,0,4,0,0,1,18,10,5
Omri Casspi,GS,30,79,17,2,0,0,2,2,9,7,11
Shaun Livingston,GS,21,79,8,1,2,0,0,3,6,4,1
Dion Waiters,MIA,34,76,12,6,2,1,1,2,14,5,4
Josh Richardson,MIA,33,78,11,3,2,3,1,2,7,4,6
Kelly Olynyk,MIA,25,84,11,0,1,1,0,4,9,4,5
Wayne Ellington,MIA,25,76,16,1,0,1,0,0,10,5,3
Dwight Howard,CHA,33,83,15,0,0,1,0,0,8,4,16
Marvin Williams,CHA,27,81,5,1,4,1,1,3,6,2,4
Reggie Jackson,DET,24,75,8,3,3,0,1,5,11,3,3
Bojan Bogdanović,IND,26,80,4,1,3,0,0,2,11,2,4
C.J. McCollum,POR,37,75,20,4,1,0,1,0,20,8,2
Jusuf Nurkic,POR,25,83,9,3,3,0,2,2,11,4,11
Shabazz Napier,POR,20,73,8,2,2,3,0,1,7,4,3
Pat Connaughton,POR,20,77,7,1,0,0,0,2,5,2,3
Jonathon Simmons,ORL,33,78,15,3,2,2,1,1,15,6,5
Elfrid Payton,ORL,28,76,6,3,3,1,0,2,6,3,4
Aaron Gordon,ORL,25,81,13,2,3,1,0,3,10,4,6
Russell Westbrook,OKC,52,75,27,15,6,2,0,1,33,10,18
Ben Simmons,PHI,52,82,12,11,3,4,0,5,10,6,9
T.J. McConnell,PHI,16,74,1,3,2,2,0,2,2,0,2
Jamil Wilson,LAC,23,79,10,2,2,0,3,4,10,4,2
Mike Scott,WAS,24,80,22,0,4,2,0,2,10,9,4
Joe Ingles,UTA,38,80,12,3,3,0,0,0,7,4,8
Donovan Mitchell,UTA,37,75,17,9,3,0,0,3,18,6,5
Ricky Rubio,UTA,34,76,22,5,2,1,0,6,15,10,7
Ekpe Udoh,UTA,29,82,5,1,2,1,1,3,4,2,9
Jonas Jerebko,UTA,24,81,17,0,0,2,1,2,8,6,7
Alec Burks,UTA,19,78,8,1,2,1,0,3,7,2,7
Al Horford,BOS,34,82,21,7,0,2,0,1,14,9,6
Marcus Smart,BOS,33,76,6,5,2,2,1,3,13,3,3
Semi Ojeleye,BOS,20,79,7,0,0,1,0,1,5,3,1
Isaiah Whitehead,BKN,33,77,13,3,4,2,0,2,10,5,2
Joe Harris,BKN,30,78,6,0,2,1,0,3,8,3,2
Quincy Acy,BKN,26,79,7,1,3,0,0,3,4,1,7
Kyle Lowry,TOR,31,72,10,12,1,4,0,1,9,4,10
DeMar DeRozan,TOR,29,79,31,1,1,2,0,1,19,14,3
Jakob Pöltl,TOR,26,85,11,1,1,1,2,5,6,5,4
Norman Powell,TOR,22,76,11,3,1,0,0,1,8,5,5
Mario Chalmers,MEM,32,73,16,1,2,4,0,2,10,6,3
Tyreke Evans,MEM,30,78,22,3,1,1,0,3,15,9,2
JaMychal Green,MEM,29,80,8,1,2,1,1,2,9,3,12
Dillon Brooks,MEM,22,79,8,1,1,1,0,1,6,3,3
Bobby Portis,CHI,29,83,27,0,1,1,0,1,16,9,12
Kris Dunn,CHI,25,76,17,7,2,2,0,6,12,7,0
Jerian Grant,CHI,23,77,8,4,3,1,0,3,3,2,2
Giannis Antetokounmpo,MIL,40,82,29,4,1,0,1,1,18,11,16
Rashad Vaughn,MIL,29,77,9,4,0,0,0,3,10,3,2
Anthony Davis,NO,44,82,28,1,3,1,5,0,22,12,12
Rajon Rondo,NO,29,73,9,6,1,1,1,2,5,4,4
Dante Cunningham,NO,29,80,5,1,0,0,1,1,7,2,6
Darius Miller,NO,24,80,8,1,1,0,0,2,7,3,1
Jamal Murray,DEN,39,76,15,3,1,3,0,0,14,5,5
Wilson Chandler,DEN,26,80,9,1,2,0,0,2,9,3,5
Bryn Forbes,SA,30,75,11,3,1,1,0,3,9,4,2
LaMarcus Aldridge,SA,27,83,16,2,0,1,0,1,21,8,6
Danny Green,SA,19,78,2,1,3,2,1,2,4,1,4
Pau Gasol,SA,18,84,4,1,2,0,1,1,6,2,4
Rudy Gay,SA,18,81,7,2,1,0,1,1,6,2,8
James Harden,HOU,33,77,28,6,5,2,1,2,18,6,7
Chris Paul,HOU,32,72,28,8,3,7,1,3,18,10,4
Clint Capela,HOU,25,82,18,1,2,0,0,1,11,9,10
C.J. McCollum,POR,39,75,25,3,2,0,0,3,17,10,2
Jusuf Nurkic,POR,25,83,14,0,2,0,1,3,10,5,5
Shabazz Napier,POR,18,73,9,0,2,1,0,1,8,4,2
Dwight Howard,CHA,34,83,9,4,3,2,1,4,10,3,15
Marvin Williams,CHA,26,81,10,0,0,0,0,0,8,4,4
Donovan Mitchell,UTA,36,75,26,1,4,1,0,4,16,11,2
Joe Ingles,UTA,34,80,9,9,1,0,0,1,7,3,6
Ekpe Udoh,UTA,33,82,9,3,0,3,6,3,6,4,7
Ricky Rubio,UTA,25,76,6,4,3,1,0,1,9,2,4
LeBron James,CLE,37,80,29,10,5,1,0,2,15,9,11
Jae Crowder,CLE,20,78,9,0,0,2,0,0,5,4,3
Russell Westbrook,OKC,36,75,25,7,4,2,0,3,18,9,7
Patrick Patterson,OKC,25,81,12,1,3,2,2,1,6,4,5
Michael Beasley,NY,38,82,30,4,2,0,2,3,18,11,5
Doug McDermott,NY,32,80,13,1,0,0,0,0,9,5,1
Lance Thomas,NY,25,80,6,1,0,1,0,2,5,2,2
Giannis Antetokounmpo,MIL,42,82,28,5,3,4,0,2,22,10,9
DeAndre Liggins,MIL,17,78,0,4,1,2,1,3,1,0,0
James Harden,HOU,39,77,31,5,3,0,1,4,21,8,6
Chris Paul,HOU,36,72,25,6,6,1,0,3,13,7,5
Jamil Wilson,LAC,24,79,9,0,0,0,1,2,7,3,4
Josh Richardson,MIA,36,78,28,2,2,1,3,2,16,10,3
Kelly Olynyk,MIA,34,84,11,4,1,5,0,2,10,4,5
Dion Waiters,MIA,30,76,13,3,0,0,1,0,11,4,6
Alex Len,PHO,28,85,12,6,4,2,1,3,9,6,19
Gorgui Dieng,MIN,16,83,2,0,1,1,1,1,4,1,2
Wesley Matthews,DAL,39,77,6,5,1,2,0,2,11,3,4
Bryn Forbes,SA,34,75,11,1,2,1,0,0,11,5,0
LaMarcus Aldridge,SA,34,83,22,1,2,0,1,1,18,9,14
Rudy Gay,SA,28,81,9,0,0,0,1,5,8,3,4
Al Horford,BOS,32,82,15,6,3,0,1,1,12,7,7
Marcus Smart,BOS,30,76,11,5,4,1,0,5,6,3,2
Tyreke Evans,MEM,38,78,25,5,1,1,1,0,16,7,3
Dillon Brooks,MEM,35,79,14,1,0,0,0,0,12,5,1
JaMychal Green,MEM,28,80,7,0,4,0,0,4,6,3,8
Mario Chalmers,MEM,26,73,3,3,3,1,0,3,8,1,2
Kosta Koufos,SAC,25,84,6,4,1,2,1,4,9,3,6
DeMar DeRozan,TOR,34,79,21,5,2,0,2,1,17,6,1
Kyle Lowry,TOR,33,72,16,7,2,2,0,1,11,5,5
Fred VanVleet,TOR,22,72,7,4,1,0,0,1,4,3,6
Norman Powell,TOR,21,76,14,1,2,0,1,3,5,5,1
Jonathon Simmons,ORL,37,78,23,7,3,1,0,1,19,10,6
Elfrid Payton,ORL,31,76,15,7,3,0,0,4,7,6,0
Jonathan Isaac,ORL,17,82,1,0,2,0,0,1,4,0,2
Reggie Jackson,DET,26,75,17,6,6,0,0,3,15,7,3
Bojan Bogdanović,IND,29,80,9,2,2,0,0,1,8,4,5
Rondae Hollis-Jefferson,BKN,30,79,9,3,2,1,1,2,10,2,6
Joe Harris,BKN,25,78,14,3,1,0,0,2,11,6,1
Quincy Acy,BKN,23,79,14,0,0,1,1,2,10,5,2
LeBron James,CLE,41,80,20,15,6,0,1,4,23,8,12
Jae Crowder,CLE,23,78,7,1,0,0,0,3,5,3,1
Mike Scott,WAS,33,80,19,4,1,2,1,4,14,8,4
Michael Beasley,NY,31,82,23,1,4,0,2,3,20,9,9
Lance Thomas,NY,24,80,5,0,0,1,0,1,9,2,6
Doug McDermott,NY,24,80,4,1,0,1,0,2,7,1,3
Dwight Howard,CHA,29,83,11,3,2,0,0,3,10,3,10
Marvin Williams,CHA,19,81,12,0,2,1,1,1,7,5,3
Al Horford,BOS,36,82,14,9,1,1,1,1,13,6,10
Marcus Smart,BOS,28,76,15,5,7,1,0,4,6,5,4
Bojan Bogdanović,IND,29,80,10,2,2,1,0,1,7,3,4
Josh Richardson,MIA,41,78,26,3,3,3,2,1,19,10,4
Dion Waiters,MIA,36,76,23,5,4,1,0,4,17,9,3
Wayne Ellington,MIA,33,76,6,1,2,0,1,5,6,1,6
Kelly Olynyk,MIA,29,84,7,5,2,2,0,3,8,1,5
Ben Simmons,PHI,35,82,19,9,3,0,4,2,18,9,11
T.J. McConnell,PHI,31,74,11,5,2,0,1,3,9,5,6
Kris Dunn,CHI,34,76,22,6,5,2,0,2,14,9,4
Lauri Markkanen,CHI,26,84,10,4,1,1,0,0,11,4,6
Denzel Valentine,CHI,22,77,10,3,0,0,0,3,6,5,0
Joe Ingles,UTA,38,80,17,4,1,0,0,2,15,8,3
Ricky Rubio,UTA,36,76,14,4,1,2,0,2,12,6,3
Ekpe Udoh,UTA,27,82,3,1,0,1,1,6,4,1,5
Donovan Mitchell,UTA,21,75,6,1,1,4,0,4,7,3,2
James Harden,HOU,38,77,26,6,5,2,1,2,17,6,6
Chris Paul,HOU,35,72,18,10,2,1,2,3,13,6,9
Clint Capela,HOU,35,82,24,3,2,0,2,4,12,10,20
C.J. McCollum,POR,37,75,20,4,2,2,1,3,17,9,2
Jusuf Nurkic,POR,28,83,20,1,2,0,3,4,12,9,7
Zach Collins,POR,21,84,7,1,1,0,1,4,7,3,5
Gorgui Dieng,MIN,19,83,0,1,0,0,0,0,3,0,2
Wilson Chandler,DEN,36,80,9,1,1,3,0,3,10,4,10
Torrey Craig,DEN,30,78,14,1,1,1,1,3,5,5,2
Jamal Murray,DEN,25,76,10,1,0,0,0,1,11,4,2
Russell Westbrook,OKC,37,75,38,6,3,3,1,2,28,16,9
Patrick Patterson,OKC,22,81,2,0,0,0,0,1,4,1,1
Alex Len,PHO,28,85,14,4,4,0,1,3,8,5,14
Wesley Matthews,DAL,37,77,13,0,2,3,0,4,12,5,7
Jamil Wilson,LAC,27,79,13,0,1,2,0,5,12,5,2
LaMarcus Aldridge,SA,32,83,19,0,0,0,0,3,13,7,8
Bryn Forbes,SA,26,75,2,1,1,0,0,3,4,1,4
Rudy Gay,SA,26,81,12,0,4,0,0,1,6,3,3
Pau Gasol,SA,22,84,8,3,2,1,1,2,7,2,12
Klay Thompson,GS,42,79,17,2,2,0,0,3,24,6,10
Omri Casspi,GS,26,79,14,3,1,1,0,3,9,5,10
Frank Mason,SAC,22,71,16,1,0,1,2,1,9,7,0
Ben Simmons,PHI,33,82,13,9,4,3,0,3,6,5,12
T.J. McConnell,PHI,21,74,11,2,2,0,0,1,6,5,0
Anthony Davis,NO,37,82,37,1,2,1,0,1,21,11,9
Darius Miller,NO,25,80,2,1,0,0,0,3,5,1,2
Ian Clark,NO,17,75,2,1,2,1,0,3,4,0,1
Dante Cunningham,NO,17,80,2,0,0,0,0,2,2,1,1
Mike Scott,WAS,23,80,24,1,1,0,0,5,15,11,4
Jae Crowder,CLE,36,78,10,2,1,1,0,4,10,4,6
LeBron James,CLE,34,80,39,7,7,3,2,1,22,14,1
Giannis Antetokounmpo,MIL,40,82,27,8,3,2,0,1,14,8,14
Tony Snell,MIL,23,79,8,0,0,1,0,2,7,3,4
DeAndre Liggins,MIL,16,78,0,1,0,0,1,1,2,0,1
DeMar DeRozan,TOR,29,79,28,8,5,0,0,1,15,10,2
Fred VanVleet,TOR,25,72,8,6,1,1,0,1,8,3,4
Kyle Lowry,TOR,24,72,11,8,3,0,0,4,7,4,3
Norman Powell,TOR,23,76,7,2,1,1,0,2,9,3,2
Jakob Pöltl,TOR,23,85,6,2,2,0,3,6,6,3,8
Dwight Howard,CHA,27,83,15,1,2,0,0,4,8,5,9
Bojan Bogdanović,IND,33,80,19,0,2,2,0,1,14,8,1
Kelly Olynyk,MIA,38,84,32,2,4,1,1,5,15,12,7
Josh Richardson,MIA,38,78,19,6,1,1,0,1,15,6,4
Dion Waiters,MIA,37,76,10,6,2,1,0,0,11,3,3
Wayne Ellington,MIA,32,76,9,1,1,0,0,2,11,3,6
Marcus Smart,BOS,37,76,15,2,2,1,0,1,12,5,6
Al Horford,BOS,27,82,6,2,1,0,0,6,10,2,8
Daniel Theis,BOS,20,81,0,2,0,1,1,4,0,0,4
Kosta Koufos,SAC,21,84,12,0,0,1,1,0,11,6,8
Rondae Hollis-Jefferson,BKN,36,79,14,3,2,0,0,4,9,5,10
Joe Harris,BKN,25,78,14,2,1,1,0,0,10,5,2
Jonathon Simmons,ORL,33,78,6,1,1,0,1,1,9,2,6
Elfrid Payton,ORL,30,76,14,8,0,1,0,3,13,7,6
Wesley Iwundu,ORL,20,79,2,1,0,0,0,1,5,1,3
Denzel Valentine,CHI,29,77,16,5,1,1,0,2,9,6,10
Kris Dunn,CHI,24,76,15,7,2,3,1,3,11,6,6
Jerian Grant,CHI,24,77,13,6,2,0,1,2,9,6,2
Lauri Markkanen,CHI,20,84,9,0,0,0,1,2,10,3,5
Josh Hart,LAL,28,77,11,4,0,1,1,3,11,3,4
James Harden,HOU,43,77,51,9,6,1,1,5,27,15,3
Chris Paul,HOU,25,72,8,5,3,0,0,3,7,2,5
Jonas Jerebko,UTA,26,81,3,0,1,0,0,4,7,1,8
Ricky Rubio,UTA,25,76,5,1,5,2,0,0,8,2,0
Alec Burks,UTA,25,78,14,4,1,2,0,0,11,3,7
Derrick Favors,UTA,23,82,9,0,0,0,0,2,7,4,2
Joe Ingles,UTA,23,80,0,3,0,0,0,3,4,0,6
Russell Westbrook,OKC,27,75,24,7,1,4,0,2,13,10,10
Reggie Jackson,DET,21,75,6,5,1,0,0,2,9,3,3
Wesley Matthews,DAL,27,77,10,1,1,0,0,1,10,4,2
Dennis Smith,DAL,21,75,15,5,1,0,0,3,10,5,5
Gorgui Dieng,MIN,21,83,5,1,0,2,0,5,4,2,9
Wilson Chandler,DEN,37,80,5,6,1,0,1,1,7,2,10
Torrey Craig,DEN,37,78,10,2,3,0,0,3,4,3,6
Jamal Murray,DEN,37,76,30,3,2,2,0,4,17,10,4
LaMarcus Aldridge,SA,36,83,22,1,5,0,3,2,17,10,8
Pau Gasol,SA,33,84,20,5,4,0,2,2,14,8,17
Danny Green,SA,24,78,8,0,3,1,1,2,6,3,4
Kyle Anderson,SA,24,81,5,3,1,2,1,0,4,2,6
C.J. McCollum,POR,38,75,13,6,0,1,0,0,22,5,5
Jusuf Nurkic,POR,25,83,15,0,2,0,1,2,12,7,6
Shabazz Napier,POR,21,73,14,2,2,1,0,0,10,6,1
Tyreke Evans,MEM,33,78,10,6,2,2,0,1,16,4,6
Mario Chalmers,MEM,27,73,6,3,2,3,1,2,9,2,6
JaMychal Green,MEM,24,80,4,0,1,2,1,3,5,1,4
Dillon Brooks,MEM,21,79,9,0,1,0,0,2,6,3,2
Klay Thompson,GS,37,79,29,5,3,2,0,0,16,10,2
Omri Casspi,GS,26,79,12,1,2,1,0,2,7,5,6
Nick Young,GS,24,79,7,1,0,0,1,3,8,3,6
Quinn Cook,GS,19,74,3,3,0,0,0,2,7,1,4
Marquese Chriss,PHO,26,82,13,1,1,0,0,4,9,5,8
Jamil Wilson,LAC,28,79,11,0,0,0,2,2,7,4,4
Denzel Valentine,CHI,36,77,18,4,1,1,1,4,10,7,5
Kris Dunn,CHI,35,76,10,14,4,1,0,2,11,5,5
Lauri Markkanen,CHI,30,84,25,2,1,1,0,2,17,11,2
LeBron James,CLE,39,80,34,9,4,3,0,1,23,12,6
Jae Crowder,CLE,29,78,4,1,0,1,0,3,6,2,2
DeMar DeRozan,TOR,39,79,45,3,2,2,1,3,21,13,5
Kyle Lowry,TOR,36,72,23,4,7,3,0,1,15,6,9
Jakob Pöltl,TOR,20,85,8,0,1,2,2,3,5,4,6
Ben Simmons,PHI,33,82,20,4,7,0,1,3,14,9,6
T.J. McConnell,PHI,21,74,5,5,1,0,1,1,6,2,1
Marcus Smart,BOS,34,76,10,3,1,4,0,5,10,3,4
Al Horford,BOS,33,82,10,5,2,1,0,2,12,4,6
Semi Ojeleye,BOS,19,79,4,1,1,0,0,0,2,1,2
Doug McDermott,NY,28,80,8,0,1,1,0,3,4,2,0
Michael Beasley,NY,25,82,32,1,5,0,0,2,20,13,12
Tyreke Evans,MEM,34,78,23,5,1,1,0,3,21,9,9
Dillon Brooks,MEM,29,79,11,0,0,1,2,3,10,5,2
JaMychal Green,MEM,27,80,12,2,1,0,0,0,10,5,10
Greg Monroe,PHO,27,83,8,7,3,0,0,2,8,4,12
LaMarcus Aldridge,SA,28,83,11,1,4,1,1,6,11,4,6
Joffrey Lauvergne,SA,26,83,11,0,3,0,0,2,11,4,6
Bryn Forbes,SA,24,75,12,1,2,1,0,5,5,3,3
Kyle Anderson,SA,23,81,6,1,1,0,0,1,5,3,2
Ricky Rubio,UTA,38,76,11,7,6,1,0,1,7,2,11
Joe Ingles,UTA,36,80,6,5,1,0,0,4,4,2,5
Derrick Favors,UTA,32,82,14,1,1,0,1,3,10,5,9
Jonas Jerebko,UTA,22,81,9,2,1,1,1,3,7,3,3
Alec Burks,UTA,21,78,12,0,2,1,0,1,6,2,3
Lance Thomas,NY,35,80,3,1,1,1,0,2,8,1,7
Doug McDermott,NY,16,80,10,0,1,0,2,0,7,4,0
Reggie Jackson,DET,28,75,10,8,2,0,0,0,12,3,4
Anthony Davis,NO,31,82,20,0,0,1,1,3,14,10,11
Darius Miller,NO,27,80,9,2,2,0,0,3,7,3,2
Dante Cunningham,NO,26,80,5,0,0,0,0,0,7,2,7
Rajon Rondo,NO,23,73,6,8,2,0,0,2,6,2,3
Jonathon Simmons,ORL,31,78,22,2,1,1,0,4,15,10,8
Elfrid Payton,ORL,29,76,18,6,4,0,0,1,13,8,5
Mike Scott,WAS,20,80,8,2,0,1,0,2,8,3,3
Joe Harris,BKN,32,78,7,7,0,0,0,2,9,3,4
Rondae Hollis-Jefferson,BKN,24,79,21,6,2,0,1,3,15,7,11
Quincy Acy,BKN,24,79,0,0,1,0,1,1,6,0,7
Jamil Wilson,LAC,23,79,3,0,0,0,0,6,3,1,2
James Harden,HOU,41,77,51,8,8,3,0,6,28,15,4
Tarik Black,HOU,16,80,5,0,4,0,2,3,3,2,7
Wesley Matthews,DAL,34,77,9,3,1,1,0,2,6,2,0
Dennis Smith,DAL,27,75,6,7,2,0,0,2,7,2,2
Wayne Ellington,MIA,39,76,28,0,0,0,0,2,16,10,3
Josh Richardson,MIA,36,78,24,5,2,1,2,3,14,11,4
Kelly Olynyk,MIA,26,84,11,2,3,0,1,2,7,4,6
Derrick Walton,MIA,24,73,7,5,0,0,0,0,3,2,2
Marvin Williams,CHA,32,81,15,1,0,1,1,3,8,4,10
Giannis Antetokounmpo,MIL,37,82,26,5,0,1,0,3,20,9,7
Tony Snell,MIL,20,79,0,1,0,0,0,1,4,0,2
Russell Westbrook,OKC,36,75,30,15,3,2,1,0,17,12,7
Patrick Patterson,OKC,14,81,2,1,0,2,0,0,2,0,1
Wilson Chandler,DEN,42,80,21,0,3,0,0,2,15,8,11
Jamal Murray,DEN,27,76,7,4,3,0,0,2,10,3,2
Shabazz Napier,POR,37,73,14,5,0,3,0,1,15,6,4
C.J. McCollum,POR,34,75,15,3,2,0,0,0,18,7,3
Jusuf Nurkic,POR,24,83,10,0,4,0,0,2,10,4,1
Pat Connaughton,POR,22,77,12,0,0,0,0,3,6,5,4
Josh Hart,LAL,16,77,0,1,1,3,0,1,3,0,1
Klay Thompson,GS,34,79,16,1,2,1,2,1,18,7,1
Nick Young,GS,19,79,8,0,1,0,0,2,3,3,2
Ben Simmons,PHI,33,82,10,6,3,1,0,2,13,5,5
Timothé Luwawu-Cabarrot,PHI,27,79,9,3,1,0,0,4,12,4,4
T.J. McConnell,PHI,20,74,8,1,2,2,2,2,8,4,2
